RTlexdec,WrittenFrequency,LengthInLetters,AgeSubject
6.36278669509345,6.26530121273771,4,young
6.35841402676555,8.50370260123374,4,young
6.40727594727029,8.54675199365778,5,young
6.53341085953176,4.00733318523247,5,young
6.39972574251815,3.61091791264422,5,young
6.48938728551845,5.48893772615669,6,young
6.33327962813969,7.95331834656043,6,young
6.5866956554734,6.57368016696065,4,young
6.56703804509566,4.34380542185368,6,young
6.33829367973119,5.29831736654804,5,young
6.29513684180739,6.62273632394984,3,young
6.36984961164574,5.29831736654804,5,young
6.32589899456076,6.02586597382531,4,young
6.33606437944487,6.57786135772105,4,young
6.37456474808287,5.07517381523383,4,young
6.34829947824808,6.98007594056176,4,young
6.56200614470071,3.68887945411394,5,young
6.40646735969664,6.44571981938558,4,young
6.40146933525818,5.25227342804663,4,young
6.32466357548024,7.06902342657826,4,young
6.44703641261368,3.71357206670431,4,young
6.30318658019478,5.91079664404053,4,young
6.28502928271792,7.73061406606374,5,young
6.43557327880835,4.86753445045558,5,young
6.31148069338366,7.23993259132047,5,young
6.4281698909522,6.17378610390194,4,young
6.4723462945009,1.09861228866811,5,young
6.35029217236479,6.0591231955818,5,young
6.34315961200632,5.23644196282995,5,young
6.66651140063614,3.2188758248682,4,young
6.4923458900025,4.60517018598809,7,young
6.30109767262976,4.61512051684126,4,young
6.46647126500758,3.13549421592915,5,young
6.45894938185251,4.24849524204936,5,young
6.60665018619822,4.85203026391962,6,young
6.47812554387467,4.34380542185368,4,young
6.40471593001658,5.79909265446053,4,young
6.66482985015647,1.79175946922805,4,young
6.59441345974978,2.30258509299405,5,young
6.44489408173266,4.52178857704904,5,young
6.38497515068126,7.64156444126097,5,young
6.47646454166261,4.75359019110636,4,young
6.40461670069754,6.64639051484773,5,young
6.48649609857519,5.48893772615669,6,young
6.5970638431475,1.38629436111989,4,young
6.33132389811815,8.85152027169106,6,young
6.40541025968574,5.98645200528444,5,young
6.44105817714455,4.00733318523247,4,young
6.42386365645623,5.55295958492162,5,young
6.52082729187238,4.79579054559674,5,young
6.39312241687319,5.0998664278242,5,young
6.6377297417678,1.94591014905531,4,young
6.33753344525949,5.53733426701854,4,young
6.59725483644968,3.76120011569356,4,young
6.32301397226598,7.71735127218533,5,young
6.41836493593621,4.40671924726425,5,young
6.44276307155932,4.20469261939097,4,young
6.43133108193348,4.40671924726425,4,young
6.37480333022442,6.37331978957701,5,young
6.46335701637174,4.78749174278205,4,young
6.39609597446757,7.55066124310534,4,young
6.31664108398731,6.26909628370626,4,young
6.49407148984944,3.46573590279973,5,young
6.41439294709245,4.14313472639153,4,young
6.4352685694426,4.04305126783455,5,young
6.51487564055847,1.09861228866811,5,young
6.47620283611065,3.85014760171006,4,young
6.4710316749712,3.71357206670431,4,young
6.54776054491873,4.15888308335967,4,young
6.43263457983692,3.87120101090789,4,young
6.30822593793525,7.53743003658651,5,young
6.38127441560557,6.22257626807137,3,young
6.72112445060008,2.39789527279837,5,young
6.55322089954252,3.2188758248682,3,young
6.6548996636824,2.19722457733622,3,young
6.31647853081852,6.3135480462771,4,young
6.3475818355858,5.53733426701854,4,young
6.55118033004374,4.23410650459726,5,young
6.38815796282902,4.58496747867057,4,young
6.52990047408189,4.02535169073515,3,young
6.39979222082962,5.31811999384422,4,young
6.37935953402268,4.20469261939097,4,young
6.42741036246973,5.82894561761021,5,young
6.358933525288,3.3322045101752,4,young
6.55455998830765,1.94591014905531,4,young
6.66726208933281,2.89037175789616,3,young
6.53341085953176,4.7361984483945,4,young
6.52621663639008,4.61512051684126,5,young
6.46109310602363,4.27666611901606,4,young
6.38805707671255,8.68135077758252,4,young
6.45015441645344,5.91079664404053,4,young
6.42085774799343,3.97029191355212,4,young
6.4362945887384,2.63905732961526,3,young
6.42139459961566,5.50938833662798,3,young
6.40025744530882,5.22035582507832,4,young
6.37055145615608,6.282266746896,4,young
6.31664108398731,7.23201033166476,4,young
6.58015358252911,5.73334127689775,3,young
6.34796697616688,5.23110861685459,3,young
6.40244773590005,7.3304052118444,4,young
6.54737347311208,2.484906649788,5,young
6.33889438646303,8.88502565805085,5,young
6.31561113403856,7.03702761468628,3,young
6.39086127981454,4.34380542185368,4,young
6.57469920064204,4.70048036579242,5,young
6.31407327064147,7.33888813383888,4,young
6.3486318698084,5.67332326717149,6,young
6.60724460409148,3.29583686600433,5,young
6.41627466147992,5.02388052084628,4,young
6.55383368395422,2.30258509299405,4,young
6.4683041328708,5.52146091786225,3,young
6.42559809356383,4.49980967033027,5,young
6.32931083928234,6.7093043402583,4,young
6.39102894689518,5.12989871492307,3,young
6.424301602012,5.72031177660741,3,young
6.41887051773299,1.79175946922805,5,young
6.46153067440067,5.8111409929767,3,young
6.35798090507757,4.48863636973214,5,young
6.37679497279577,5.60947179518496,5,young
6.42614859388537,3.85014760171006,5,young
6.50190509674244,4.85981240436167,7,young
6.33255112127994,6.85856503479136,4,young
6.39581236461273,8.00101996132365,3,young
6.62781648316813,3.91202300542815,4,young
6.47886288242326,6.4831073514572,5,young
6.38362487113707,4.74493212836325,4,young
6.35662835844262,5.92425579741453,5,young
6.38563275147385,6.09582456243222,4,young
6.26089990620147,5.18178355029209,3,young
6.5225485766403,2.70805020110221,4,young
6.39797910435172,5.52545293913178,6,young
6.39040843822588,3.78418963391826,4,young
6.37019203635845,5.50938833662798,5,young
6.364234272378,7.30249642372733,5,young
6.37468404626883,7.17625453201714,4,young
6.436903289981,4.75359019110636,4,young
6.29169876078676,8.42354163533478,4,young
6.3519148553817,5.63478960316925,5,young
6.23695650208595,8.33327035325531,5,young
6.34847443494674,6.48920493132532,4,young
6.55143741414022,4.15888308335967,6,young
6.6257371361548,3.68887945411394,5,young
6.38333770169668,2.70805020110221,5,young
6.31945448193674,6.7202201551353,4,young
6.44140895363975,3.89182029811063,5,young
6.20532514482327,5.95583736946483,5,young
6.39410901427937,6.25190388316589,5,young
6.30780696005297,7.04141166379481,5,young
6.57776399554061,2.39789527279837,4,young
6.38940138879535,3.61091791264422,4,young
6.52915603000853,1.94591014905531,5,young
6.45659695620209,3.63758615972639,5,young
6.6078521662334,2.70805020110221,4,young
6.25269355202752,6.46925031679577,4,young
6.39380812162891,4.44265125649032,5,young
6.60518966069044,3.40119738166216,6,young
6.3599371244863,5.67332326717149,4,young
6.51991395562752,4.04305126783455,5,young
6.404451296615,7.49443021503157,4,young
6.41437656881987,3.85014760171006,5,young
6.50443786293143,2.89037175789616,5,young
6.3742920130603,5.63121178182137,4,young
6.36972973528949,6.01615715969835,5,young
6.44021261906576,5.23110861685459,4,young
6.66768172044508,2.63905732961526,3,young
6.60319828930551,2.30258509299405,5,young
6.32453815779439,7.96311205897929,3,young
6.66398801337206,1.6094379124341,6,young
6.51052616179869,7.03790596344718,5,young
6.43882307555471,7.00940893270864,4,young
6.49457045035875,5.11198778835654,4,young
6.46168690243142,3.76120011569356,4,young
6.7198220059206,1.79175946922805,4,young
6.35330860811172,7.83873755959928,5,young
6.58590955154308,4.85981240436167,5,young
6.63355524734298,4.75359019110636,5,young
6.34212141872115,3.93182563272433,5,young
6.56783911885836,2.30258509299405,6,young
6.37715202760747,6.34388043412633,3,young
6.37806958357479,5.25227342804663,3,young
6.3230319173719,7.89729647259588,3,young
6.6265058062609,3.55534806148941,4,young
6.37229537425779,2.63905732961526,3,young
6.35943545078857,5.87773578177964,4,young
6.34971574810058,6.13772705408623,5,young
6.34635540050321,4.63472898822964,5,young
6.351112567073,6.14418563412565,5,young
6.23891039094516,6.52356230614951,5,young
6.46380918405569,3.73766961828337,5,young
6.50145482206729,6.92559519711047,3,young
6.53837134544492,3.87120101090789,3,young
6.4997268884708,4.17438726989564,5,young
6.37125280842616,8.80807015476454,3,young
6.39292163381861,4.59511985013459,3,young
6.27331087467593,6.9782137426307,4,young
6.45778954347291,5.18178355029209,5,young
6.57588443967615,1.09861228866811,3,young
6.6546807311707,3.58351893845611,4,young
6.44625935634901,4.31748811353631,3,young
6.33585180570756,7.70391020961631,3,young
6.30523459963537,8.84577725518844,3,young
6.4072924422517,5.605802066296,4,young
6.44078703827992,5.4510384535657,4,young
6.57418283389854,1.79175946922805,3,young
6.38090189413895,8.94533261656327,5,young
6.6191260914918,2.39789527279837,3,young
6.36811857336203,3.85014760171006,5,young
6.5564231794539,3.55534806148941,3,young
6.44330420572605,4.53259949315326,3,young
6.35069372620895,8.11042723757502,4,young
6.27476202124194,5.67675380226828,4,young
6.36220017469505,6.43133108193348,4,young
6.30549030739932,4.9272536851572,4,young
6.36188952457088,7.67832635650689,4,young
6.35978145958064,7.03790596344718,3,young
6.5423134465032,3.97029191355212,4,young
6.56596894753716,1.09861228866811,3,young
6.55373395393753,2.484906649788,4,young
6.38085108500346,5.89715386763674,4,young
6.48603883028792,1.94591014905531,3,young
6.34018292133026,10.3764243757593,4,young
6.78615245722289,1.79175946922805,5,young
6.340288754502,4.99721227376411,4,young
6.46012352271208,5.59471137960184,3,young
6.42655318028222,2.89037175789616,3,young
6.62649255833254,2.89037175789616,3,young
6.35065881488372,4.68213122712422,4,young
6.32417973485148,6.47850964220857,3,young
6.38421584279607,8.39795910349254,3,young
6.43552517297551,4.21950770517611,3,young
6.29225409011131,7.24565506759454,4,young
6.49978704065585,4.68213122712422,3,young
6.62393241685608,3.29583686600433,5,young
6.42726485501222,7.13886699994552,4,young
6.37343923636788,6.41673228251233,3,young
6.39642953017446,4.30406509320417,4,young
6.46153067440067,5.59098698051086,4,young
6.58887145538709,2.19722457733622,5,young
6.36425149282556,7.14677217945264,3,young
6.36573134304573,6.14418563412565,3,young
6.32713288926404,6.40191719672719,6,young
6.3871991335365,4.43081679884331,6,young
6.30700494768816,3.66356164612965,5,young
6.59486479427154,4.30406509320417,5,young
6.4364868502146,3.91202300542815,5,young
6.41232716939615,3.46573590279973,4,young
6.32340869022718,6.94215670569947,6,young
6.32057043295071,5.15329159449778,3,young
6.36339010697483,7.05617528410041,5,young
6.29169876078676,3.91202300542815,5,young
6.61248448488168,5.31320597904179,5,young
6.50475213774489,5.48479693349065,3,young
6.48370350399818,4.59511985013459,4,young
6.56957959231337,4.48863636973214,5,young
6.28683573241907,6.3297209055227,5,young
6.44198268626422,3.2188758248682,4,young
6.38151140248777,4.48863636973214,5,young
6.61657375726064,3.76120011569356,5,young
6.45862037521458,6.85224256905188,5,young
6.4004899764109,5.28320372873799,5,young
6.70224288137387,2.56494935746154,4,young
6.3445480495343904,6.79122146272619,5,young
6.51195333178493,3.2188758248682,6,young
6.39612933504538,3.95124371858143,5,young
6.42971947803914,5.8636311755981,5,young
6.49014673692728,4.82028156560504,5,young
6.40143615235401,4.07753744390572,4,young
6.57109302430864,4.36944785246702,5,young
6.45226975024931,4.77068462446567,5,young
6.45058100054833,4.76217393479776,5,young
6.64272145440774,2.484906649788,5,young
6.45280576577506,5.23110861685459,6,young
6.55304982289976,3.95124371858143,6,young
6.38271240064456,6.37331978957701,4,young
6.40811684460671,7.21303165983487,4,young
6.55377669659115,3.55534806148941,4,young
6.25319399473728,0.693147180559945,4,young
6.62679721629011,3.29583686600433,4,young
6.28997527744208,6.72383244082121,4,young
6.38220511259553,6.70563909486,4,young
6.68607315925638,2.484906649788,6,young
6.50699409007846,4.02535169073515,4,young
6.48463523563525,3.46573590279973,4,young
6.58310488816369,2.19722457733622,4,young
6.36201034442,7.41758040241454,4,young
6.37631870131202,9.01796847932873,4,young
6.4007722629336,7.26332961747684,4,young
6.29672250479911,5.15329159449778,3,young
6.68121847709943,1.09861228866811,4,young
6.39052586129294,3.78418963391826,3,young
6.49098146785093,4.53259949315326,4,young
6.37796767447762,4.80402104473326,4,young
6.43919061393066,5.98896141688986,4,young
6.34985551783018,4.20469261939097,5,young
6.4010544697931,4.89034912822175,3,young
6.47199074443803,4.65396035015752,4,young
6.41005974375907,4.99043258677874,6,young
6.26543428373128,8.35255436947459,3,young
6.48999489277982,4.83628190695148,4,young
6.3224395587802,6.15909538849193,5,young
6.51728715187988,3.85014760171006,5,young
6.3843171171653,6.62539236800796,5,young
6.48593210426115,6.77878489768518,4,young
6.33859407820318,7.06219163228656,4,young
6.43294009273918,2.07944154167984,3,young
6.3365779128314,6.41345895716736,4,young
6.43121835416287,4.57471097850338,3,young
6.67430883467203,3.71357206670431,4,young
6.5448035342232,4.77068462446567,4,young
6.28407818935516,9.49897199346355,5,young
6.38478959532198,4.55387689160054,4,young
6.70023898355363,3.91202300542815,3,young
6.41789174079966,3.87120101090789,3,young
6.35801556171692,7.29573507274928,4,young
6.4049970262939,2.39789527279837,6,young
6.40357419793482,8.26975694753298,4,young
6.41702635691527,5.5683445037611,3,young
6.74170069465205,2.56494935746154,6,young
6.44306550616014,3.80666248977032,3,young
6.59101507893034,3.58351893845611,3,young
6.38988825598257,4.4188406077966,5,young
6.44708396787687,5.22035582507832,3,young
6.41751628882453,4.82028156560504,3,young
6.51312624795197,3.04452243772342,4,young
6.43099286049185,5.84354441703136,4,young
6.43930244662906,4.8283137373023,5,young
6.4750936761855,3.46573590279973,4,young
6.36225194033475,9.03121370607875,3,young
6.48419238950177,5.95324333428778,4,young
6.47557138197405,4.07753744390572,5,young
6.5286886447285,2.89037175789616,5,young
6.54506226271784,3.29583686600433,4,young
6.58490188351892,4.15888308335967,3,young
6.60252004728277,3.52636052461616,5,young
6.571345040439,4.58496747867057,4,young
6.3730979219628,4.14313472639153,3,young
6.37179986374368,4.96284463025991,5,young
6.68387395558102,4.17438726989564,4,young
6.53250894945797,3.49650756146648,3,young
6.5280748698477,4.69134788222914,5,young
6.71143621254433,1.38629436111989,4,young
6.37981740560618,5.32787616878958,5,young
6.32688265690411,4.11087386417331,3,young
6.61296802440031,5.2257466737132,5,young
6.31441723364168,8.3841188371909,3,young
6.5082473913481,3.43398720448515,4,young
6.34330030103105,4.77912349311153,3,young
6.46873855796258,3.29583686600433,6,young
6.35175793656943,6.61069604471776,4,young
6.56274065988311,2.70805020110221,4,young
6.4579149962793,5.26269018890489,5,young
6.3217210776184,7.02375895473844,3,young
6.55636633947264,4.07753744390572,4,young
6.43353477118836,4.18965474202643,3,young
6.43981352261482,4.21950770517611,3,young
6.73593439662404,3.8286413964891,4,young
6.37784876740335,6.62406522779989,4,young
6.54758853150126,4.46590811865458,4,young
6.53938362301108,4.52178857704904,3,young
6.43803960827236,4.68213122712422,5,young
6.30519806461655,7.05272104923232,3,young
6.42118314701685,3.8286413964891,4,young
6.34644305290889,6.23244801655052,4,young
6.45945051724786,4.38202663467388,4,young
6.4150969591716,3.52636052461616,4,young
6.44565632530638,4.04305126783455,4,young
6.37084232045283,5.74939298590825,4,young
6.30201439741986,6.93828448401696,4,young
6.3251292749334,6.81454289725996,4,young
6.5455364245021,2.484906649788,5,young
6.78821695370589,1.94591014905531,4,young
6.38188369701087,8.36822903827628,3,young
6.25722687775738,7.0833878476253,3,young
6.57587050385062,3.87120101090789,4,young
6.38777117743123,5.12396397940326,4,young
6.31698416503906,5.9427993751267,4,young
6.49170939132979,3.29583686600433,5,young
6.28467505953497,5.21493575760899,3,young
6.47073758236087,3.25809653802148,6,young
6.37260280905841,4.91998092582813,5,young
6.49136066078125,3.78418963391826,4,young
6.48286267320787,4.44265125649032,4,young
6.52865942589404,4.24849524204936,4,young
6.4450211626834,3.78418963391826,4,young
6.38772071613084,5.6970934865054,5,young
6.59968000487947,0,5,young
6.44182334910646,5.86929691313377,4,young
6.36717466706474,4.40671924726425,4,young
6.37575708998335,7.38585107812521,5,young
6.48757746790723,6.2363695902037,4,young
6.45099161331468,4.02535169073515,5,young
6.44029241924615,6.47389069635227,4,young
6.59122095462333,3.73766961828337,4,young
6.47697236288968,4.75359019110636,5,young
6.31267810276856,7.21303165983487,6,young
6.34833447203669,4.60517018598809,5,young
6.4610774750399,5.50938833662798,5,young
6.46982379573614,3.63758615972639,5,young
6.46103058062267,6.10479323241498,4,young
6.58452892700546,3.2188758248682,5,young
6.60786566342261,2.63905732961526,4,young
6.56608153796146,2.56494935746154,4,young
6.46696864599612,5.18738580584075,5,young
6.42417186035988,4.81218435537242,4,young
6.53796614732644,4.96284463025991,5,young
6.46925031679577,5.13579843705026,5,young
6.39509463927042,5.63835466933375,4,young
6.67448563136892,3.52636052461616,4,young
6.55852399074195,3.52636052461616,4,young
6.43986142259966,5.20948615284142,5,young
6.56986003035943,3.36729582998647,4,young
6.37761091082975,5.94803498918065,4,young
6.248371640575,6.88653164253051,5,young
6.4493323340092,4.21950770517611,5,young
6.4795536439001,3.2188758248682,4,young
6.45672255870174,3.2188758248682,4,young
6.67342438202735,4.71849887129509,4,young
6.31448963183176,7.19142933003638,4,young
6.41198245784244,5.15905529921453,4,young
6.40945093576982,4.53259949315326,4,young
6.35442221334938,5.80814248998044,5,young
6.34539071662544,7.64156444126097,4,young
6.3951447298509,3.52636052461616,4,young
6.54965074223381,2.484906649788,4,young
6.36578292621931,5.48893772615669,4,young
6.46563137321092,3.43398720448515,4,young
6.41782645492913,4.24849524204936,4,young
6.6234807276637,3.63758615972639,6,young
6.39447664905508,6.92362862813843,4,young
6.50530561983443,4.70953020131233,4,young
6.4393982932745,5.01727983681492,4,young
6.47395242284222,4.29045944114839,4,young
6.40859468674665,5.49306144334055,5,young
6.61697507895212,4.27666611901606,5,young
6.29175430759885,6.01615715969835,5,young
6.34023583931621,7.4301141385618,5,young
6.49932076655344,6.361302477573,6,young
6.82473230137935,2.484906649788,4,young
6.51966337893132,4.12713438504509,4,young
6.34626774041392,5.74620319054015,4,young
6.48212827905002,4.83628190695148,4,young
6.3531170822595,6.58202513889283,5,young
6.30267391929043,7.38894609761844,4,young
6.37454770432302,7.83636976054512,4,young
6.48035126335522,3.85014760171006,5,young
6.2093945313693,2.39789527279837,5,young
6.69385636403275,4.18965474202643,4,young
6.3580328895862,4.00733318523247,3,young
6.67560882286493,3.46573590279973,5,young
6.3554477207612,6.8112443786013,5,young
6.33095009628217,4.52178857704904,5,young
6.46595808162657,1.09861228866811,4,young
6.35374375776655,5.63835466933375,4,young
6.48565761359211,5.03043792139244,6,young
6.54239991180185,2.39789527279837,4,young
6.49354201711626,4.85203026391962,5,young
6.47424557164819,3.17805383034795,5,young
6.37568899444528,5.87773578177964,4,young
6.31251490407378,5.73334127689775,4,young
6.8791500219718,2.56494935746154,4,young
6.32695415825373,4.75359019110636,5,young
6.383506634884,4.24849524204936,4,young
6.49354201711626,5.16478597392351,3,young
6.57435033341039,3.95124371858143,4,young
6.31794055896577,4.79579054559674,5,young
6.67058886530436,4.06044301054642,4,young
6.48830787255343,5.37527840768417,4,young
6.36475075685191,6.21060007702465,6,young
6.5648000732552,3.76120011569356,5,young
6.48252614283283,3.76120011569356,5,young
6.59079543146364,1.94591014905531,4,young
6.51577878905453,5.55295958492162,5,young
6.41514605780257,4.55387689160054,6,young
6.25575004175337,8.74576199937551,4,young
6.50356935237235,3.68887945411394,5,young
6.39876131004512,3.63758615972639,5,young
6.59490581458343,3.80666248977032,5,young
6.64711752324035,1.79175946922805,5,young
6.43984545619298,3.8286413964891,5,young
6.35882964717157,9.38555338953284,6,young
6.43039666804905,4.26267987704132,5,young
6.49562802800042,5.48893772615669,5,young
6.57890392949229,4.04305126783455,4,young
6.45200163470568,3.68887945411394,5,young
6.46327903575768,6.07073772800249,4,young
6.54927871309678,5.9427993751267,3,young
6.70137051148288,4.26267987704132,4,young
6.33116371444053,6.82001636467413,3,young
6.49877901397063,2.56494935746154,6,young
6.32589899456076,6.00141487796115,3,young
6.39074389612906,0.693147180559945,3,young
6.41584954006866,7.77275271646874,4,young
6.3642170516339,3.73766961828337,5,young
6.3256663511037,4.95582705760126,4,young
6.42032060800672,4.61512051684126,4,young
6.37514406314422,7.27100853828099,4,young
6.51192361984221,4.44265125649032,4,young
6.31313129278075,7.29979736675816,4,young
6.61472560020376,4.27666611901606,5,young
6.30802557911014,4.63472898822964,5,young
6.521180617554,5.29330482472449,5,young
6.48645038115456,4.11087386417331,4,young
6.4624676766868,3.93182563272433,6,young
6.51533471959477,2.30258509299405,4,young
6.352333185206,8.02256894698825,5,young
6.44768613887993,4.04305126783455,5,young
6.61069604471776,1.94591014905531,4,young
6.39313914697483,5.57215403217776,5,young
6.5824405650568,3.8286413964891,5,young
6.29425072607439,5.73009978297357,4,young
6.43117003837085,4.63472898822964,5,young
6.35210661160783,6.57786135772105,5,young
6.56271241927311,3.80666248977032,4,young
6.27677505963326,7.91534816926308,4,young
6.36983248733178,7.84932381804056,4,young
6.40788608044666,5.03695260241363,5,young
6.34854440905635,5.04342511691925,5,young
6.68140659671898,2.30258509299405,4,young
6.4261809668216,6.42486902390539,5,young
6.58913278362372,3.61091791264422,4,young
6.6055008773471,1.79175946922805,4,young
6.2618732908893,7.86249719723055,5,young
6.27579726673461,7.1708884785125,4,young
6.40971424957557,4.7361984483945,4,young
6.5887614020111,3.95124371858143,4,young
6.58213593607869,3.25809653802148,5,young
6.47592566144264,3.80666248977032,5,young
6.38687931936265,6.09356977004514,5,young
6.57397342004714,3.52636052461616,5,young
6.46584919068074,4.40671924726425,4,young
6.48173025690861,4.74493212836325,4,young
6.3437046717566,7.36264527041782,4,young
6.43997318030906,4.55387689160054,5,young
6.5404815082479,4.38202663467388,5,young
6.48678559371293,7.64539769942863,5,young
6.39509463927042,5.77144112313002,4,young
6.38504261682172,2.484906649788,4,young
6.24984009799277,6.30444880242198,4,young
6.55903433225655,2.07944154167984,7,young
6.61284716143862,2.70805020110221,4,young
6.739099912952,3.13549421592915,5,young
6.33016643905646,7.60887062919126,4,young
6.41555511933931,7.4442486494967,5,young
6.5665880380567,3.95124371858143,4,young
6.46103058062267,5.91889385427315,3,young
6.39079420511006,5.72358510195238,5,young
6.25663256967742,8.98794653955252,4,young
6.62349401555245,3.91202300542815,4,young
6.36540458780829,5.96100533962327,5,young
6.38227276587251,3.43398720448515,3,young
6.3637002913647,7.13089883029635,4,young
6.3347882586783,7.37713371283395,4,young
6.599802469688,4.0943445622221,4,young
6.46769872610435,4.0943445622221,5,young
6.55250788703459,2.484906649788,4,young
6.36635016558374,5.42053499927229,3,young
6.38333770169668,5.33271879326537,3,young
6.58796315261212,3.29583686600433,4,young
6.28142527145951,5.77144112313002,3,young
6.32704352775198,8.50613224405681,4,young
6.42994525900031,4.54329478227,3,young
6.49801102838908,4.60517018598809,4,young
6.51926527507993,4.53259949315326,4,young
6.43084787341961,5.59098698051086,4,young
6.32602424170037,6.38519439899773,5,young
6.35200202186101,7.22766249872865,6,young
6.29642768804402,8.38320455141292,3,young
6.48387158534995,4.49980967033027,4,young
6.42530652948246,5.13579843705026,4,young
6.32191871140363,9.05975001334368,5,young
6.48004456192665,4.53259949315326,3,young
6.42774979755603,5.57972982598622,4,young
6.4831073514572,2.63905732961526,5,young
6.41139124715715,2.83321334405622,3,young
6.38618884535008,5.48893772615669,3,young
6.35527397994731,4.40671924726425,3,young
6.4161765725786,4.12713438504509,4,young
6.4949331744204,5.85793315448346,3,young
6.3982121657811,7.16549347506085,4,young
6.51257707874211,3.66356164612965,3,young
6.5764695690482204,1.79175946922805,3,young
6.34927884174014,5.98645200528444,3,young
6.51598595400296,3.78418963391826,4,young
6.51970760291104,4.46590811865458,4,young
6.58393467191435,2.89037175789616,4,young
6.41496601770224,5.03043792139244,5,young
6.38856140554563,4.46590811865458,4,young
6.54780354365027,2.56494935746154,3,young
6.41176900541279,6.3297209055227,4,young
6.5449185329296,3.3322045101752,4,young
